Enroll,READING,WRITING,LISTENING,ORAL,FINAL,NIVEL,adm_administration_date
51923,17,35,24,20,A,3,6/5/21 14:00
51929,15,26,17,20,C,3,6/5/21 14:00
51935,11,22,19,19,C,3,6/5/21 14:00
52028,9,10,15,15,D,3,6/5/21 14:00
52043,15,32,21,20,A,3,6/5/21 14:00
52048,15,10,12,17,D,3,6/5/21 14:00
52118,13,12,19,16,D,3,6/5/21 14:00
52211,18,19,22,20,C,3,6/5/21 14:00
52228,9,12,12,12,D,3,6/5/21 14:00
52238,12,8,16,17,D,3,6/5/21 14:00
52255,15,28,25,20,B,3,6/5/21 14:00
52287,11,2,16,18,D,3,6/5/21 14:00
52288,11,20,18,16,C,3,6/5/21 14:00
51689,12,23,21,20,C,3,6/5/21 14:00
51697,12,17,16,15,D,3,6/5/21 14:00
51737,15,21,17,16,C,3,6/5/21 14:00
51749,16,29,20,20,B,3,6/5/21 14:00
51750,14,27,19,19,C,3,6/5/21 14:00
51799,11,11,18,16,D,3,6/5/21 14:00
51803,19,19,19,12,C,3,6/5/21 14:00
51813,12,17,17,15,C,3,6/5/21 14:00
51822,13,23,19,18,C,3,6/5/21 14:00
51824,15,27,19,20,C,3,6/5/21 14:00
51826,18,17,18,20,C,3,6/5/21 14:00
51836,17,35,19,19,B,3,6/5/21 14:00
51855,12,20,14,20,D,3,6/5/21 14:00
51858,14,19,19,19,C,3,6/5/21 14:00
51873,11,18,10,14,D,3,6/5/21 14:00
51877,18,23,22,20,B,3,6/5/21 14:00
51880,14,8,8,10,E,3,6/5/21 14:00
52129,10,16,20,19,D,3,6/5/21 14:00
52235,14,35,21,20,A,3,6/5/21 14:00
51672,12,12,16,20,D,3,6/5/21 14:00
51698,18,17,14,20,C,3,6/5/21 14:00
51710,16,25,23,20,B,3,6/5/21 14:00
51717,11,7,6,14,D,3,6/5/21 14:00
51723,13,21,13,20,C,3,6/5/21 14:00
51727,16,25,20,20,B,3,6/5/21 14:00
51736,10,8,9,12,D,3,6/5/21 14:00
51745,8,17,14,17,D,3,6/5/21 14:00
51746,12,25,21,20,B,3,6/5/21 14:00
51747,8,14,13,20,D,3,6/5/21 14:00
51748,15,21,20,20,C,3,6/5/21 14:00
51757,14,21,20,20,C,3,6/5/21 14:00
51762,13,27,20,20,B,3,6/5/21 14:00
51776,17,31,21,20,A,3,6/5/21 14:00
51779,11,16,11,20,D,3,6/5/21 14:00
51780,7,3,9,15,D,3,6/5/21 14:00
51887,18,6,13,14,D,3,6/5/21 14:00
52172,14,9,10,18,D,3,6/5/21 14:00
52237,13,8,12,19,D,3,6/5/21 14:00
51611,15,34,23,20,A,3,6/5/21 14:00
51613,17,17,22,20,C,3,6/5/21 14:00
51614,14,11,11,12,D,3,6/5/21 14:00
51620,14,11,10,15,D,3,6/5/21 14:00
51624,6,7,5,5,D,3,6/5/21 14:00
51625,11,12,13,13,D,3,6/5/21 14:00
51626,10,15,8,9,D,3,6/5/21 14:00
51627,14,20,14,20,C,3,6/5/21 14:00
51629,12,24,16,17,C,3,6/5/21 14:00
51630,15,23,13,7,D,3,6/5/21 14:00
51631,9,12,22,15,D,3,6/5/21 14:00
51632,13,20,18,20,C,3,6/5/21 14:00
51633,12,16,15,17,D,3,6/5/21 14:00
51634,17,26,23,20,B,3,6/5/21 14:00
51635,7,3,5,7,D,3,6/5/21 14:00
51636,8,6,16,15,D,3,6/5/21 14:00
51637,16,28,24,11,C,3,6/5/21 14:00
51639,6,5,10,6,D,3,6/5/21 14:00
51640,11,12,10,13,D,3,6/5/21 14:00
51641,12,27,20,18,C,3,6/5/21 14:00
51642,13,32,11,18,C,3,6/5/21 14:00
51643,16,35,24,20,A,3,6/5/21 14:00
51644,15,32,20,20,B,3,6/5/21 14:00
51645,14,28,19,20,C,3,6/5/21 14:00
51646,9,8,6,9,D,3,6/5/21 14:00
51648,9,4,6,12,D,3,6/5/21 14:00
51650,18,29,20,20,B,3,6/5/21 14:00
51651,8,3,6,5,D,3,6/5/21 14:00
51653,18,36,24,20,A,3,6/5/21 14:00
51655,12,17,15,17,D,3,6/5/21 14:00
51656,16,24,22,18,B,3,6/5/21 14:00
51657,15,30,20,20,B,3,6/5/21 14:00
51658,16,16,17,17,D,3,6/5/21 14:00
51659,12,29,21,20,B,3,6/5/21 14:00
51660,17,32,20,19,B,3,6/5/21 14:00
51661,13,15,18,18,D,3,6/5/21 14:00
51662,14,24,19,19,C,3,6/5/21 14:00
51663,14,21,14,17,C,3,6/5/21 14:00
51664,13,19,9,15,D,3,6/5/21 14:00
51665,12,13,12,11,D,3,6/5/21 14:00
51667,10,25,19,19,C,3,6/5/21 14:00
52296,14,8,14,12,D,3,5/29/21 10:00
52300,11,16,10,13,D,3,5/29/21 10:00
52306,16,21,15,16,C,3,5/29/21 10:00
52293,13,21,14,15,D,3,5/29/21 10:00
52314,12,21,18,12,C,3,5/29/21 10:00
52320,8,7,11,13,D,3,5/29/21 10:00
52324,11,16,17,15,D,3,5/29/21 10:00
52325,15,24,18,19,C,3,5/29/21 10:00
52328,16,30,21,16,B,3,5/29/21 10:00
52336,8,19,18,17,D,3,5/29/21 10:00
52355,14,19,14,12,D,3,5/29/21 10:00
52357,12,11,15,17,D,3,5/29/21 10:00
52294,7,9,12,7,D,3,5/29/21 10:00
52295,8,22,20,17,C,3,5/29/21 10:00
52297,16,22,21,15,C,3,5/29/21 10:00
52299,17,17,18,11,C,3,5/29/21 10:00
52358,12,26,22,20,C,3,5/29/21 10:00
51834,10,5,7,8,E,2,6/5/21 14:00
51890,9,2,2,10,E,2,6/5/21 14:00
51897,6,3,8,6,E,2,6/5/21 14:00
51910,21,11,15,20,B,2,6/5/21 14:00
51921,20,9,7,20,D,2,6/5/21 14:00
51937,21,11,15,20,B,2,6/5/21 14:00
51972,19,11,14,18,C,2,6/5/21 14:00
51994,18,3,13,13,D,2,6/5/21 14:00
52247,11,4,5,13,D,2,6/5/21 14:00
52248,17,8,17,18,C,2,6/5/21 14:00
52366,10,26,16,12,C,3,9/25/21 11:00
52367,13,18,16,7,E,3,9/25/21 11:00
52368,16,21,16,12,C,3,9/25/21 11:00
52369,15,20,18,11,C,3,9/25/21 11:00
52370,9,17,14,17,D,3,9/25/21 11:00
52371,11,27,24,19,B,3,9/25/21 11:00
52372,18,19,22,16,C,3,9/25/21 11:00
52373,9,17,17,13,D,3,9/25/21 11:00
52375,10,22,15,6,D,3,9/25/21 11:00
52376,13,23,11,10,E,3,9/25/21 11:00
52377,7,9,14,7,E,3,9/25/21 11:00
52378,13,32,21,12,C,3,9/25/21 11:00
52379,7,7,9,6,E,3,9/25/21 11:00
52380,8,16,13,11,D,3,9/25/21 11:00
52381,13,12,16,11,D,3,9/25/21 11:00
52382,11,20,13,11,D,3,9/25/21 11:00
52383,9,15,18,11,D,3,9/25/21 11:00
52384,8,12,11,10,E,3,9/25/21 11:00
52385,17,22,20,14,C,3,9/25/21 11:00
52386,17,29,19,11,C,3,9/25/21 11:00
52387,12,10,5,12,D,3,9/25/21 11:00
52389,7,10,13,9,E,3,9/25/21 11:00
52390,7,13,13,12,D,3,9/25/21 11:00
52392,12,22,17,20,C,3,9/25/21 11:00
52393,10,17,9,14,D,3,9/25/21 11:00
52394,10,17,16,20,D,3,9/25/21 11:00
52395,18,29,23,19,A,3,9/25/21 11:00
52396,9,12,6,19,D,3,9/25/21 11:00
52397,17,30,23,20,B,3,9/25/21 11:00
52398,15,33,24,19,A,3,9/25/21 11:00
52399,13,22,19,20,C,3,9/25/21 11:00
52400,14,19,16,18,C,3,9/25/21 11:00
52401,15,26,24,18,B,3,9/25/21 11:00
52402,7,7,10,13,D,3,9/25/21 11:00
52403,8,10,7,14,D,3,9/25/21 11:00
52404,19,32,24,20,A,3,9/25/21 11:00
52405,12,14,12,13,D,3,9/25/21 11:00
52406,15,18,17,14,C,3,9/25/21 11:00
52408,11,14,15,13,D,3,9/25/21 11:00
52409,6,6,7,10,E,3,9/25/21 11:00
52411,15,6,13,19,D,3,9/25/21 11:00
52412,16,22,12,19,C,3,9/25/21 11:00
52413,8,20,18,19,D,3,9/25/21 11:00
52415,15,28,22,20,B,3,9/25/21 11:00
53773,18,11,18,17,B,2,10/23/21 11:00
53774,11,8,11,6,E,2,10/23/21 11:00
53776,8,7,15,17,D,2,10/23/21 11:00
53777,12,5,6,11,D,2,10/23/21 11:00
53778,11,8,13,20,D,2,10/23/21 11:00
53780,19,12,16,20,B,2,10/23/21 11:00
53781,17,11,14,15,C,2,10/23/21 11:00
53782,10,2,5,5,E,2,10/23/21 11:00
53783,5,3,8,10,E,2,10/23/21 11:00
53784,12,9,15,14,D,2,10/23/21 11:00
53785,10,7,5,14,D,2,10/23/21 11:00
53786,8,3,7,6,E,2,10/23/21 11:00
53788,14,9,15,17,C,2,10/23/21 11:00
53789,11,6,9,16,D,2,10/23/21 11:00
53790,22,12,16,14,B,2,10/23/21 11:00
53791,13,8,12,13,D,2,10/23/21 11:00
53794,9,6,11,10,E,2,10/23/21 11:00
53795,4,4,2,5,E,2,10/23/21 11:00
53797,11,3,6,11,D,2,10/23/21 11:00
53798,9,2,5,7,E,2,10/23/21 11:00
53799,13,7,14,20,D,2,10/23/21 11:00
53800,3,4,8,5,E,2,10/23/21 11:00
53802,10,3,8,5,E,2,10/23/21 11:00
53803,7,2,8,10,E,2,10/23/21 11:00
53804,12,7,11,19,D,2,10/23/21 11:00
53805,8,4,8,12,D,2,10/23/21 11:00
53806,7,5,8,7,E,2,10/23/21 11:00
53808,17,9,15,19,C,2,10/23/21 11:00
53809,23,13,14,20,A,2,10/23/21 11:00
53810,8,3,4,5,E,2,10/23/21 11:00
53812,12,7,8,9,E,2,10/23/21 11:00
53814,3,4,5,7,E,2,10/23/21 11:00
53815,12,6,7,14,D,2,10/23/21 11:00
53816,6,3,4,5,E,2,10/23/21 11:00
53817,14,11,10,15,D,2,10/23/21 11:00
53821,16,6,14,19,C,2,10/23/21 11:00
53822,11,5,11,14,D,2,10/23/21 11:00
53823,12,6,10,20,D,2,10/23/21 11:00
53824,9,7,8,11,D,2,10/23/21 11:00
53825,22,9,17,20,B,2,10/23/21 11:00
52425,17,5,9,12,D,3,11/6/21 14:00
52428,28,15,21,19,B,3,11/6/21 14:00
52433,28,12,23,15,B,3,11/6/21 14:00
52434,20,7,12,17,D,3,11/6/21 14:00
52443,23,9,16,16,C,3,11/6/21 14:00
52447,22,9,16,15,C,3,11/6/21 14:00
52449,24,15,19,8,D,3,11/6/21 14:00
52454,24,23,22,20,A,3,11/6/21 14:00
52455,21,14,18,13,C,3,11/6/21 14:00
52463,19,11,17,13,D,3,11/6/21 14:00
52470,25,17,19,17,B,3,11/6/21 14:00
52476,24,7,11,14,D,3,11/6/21 14:00
52498,28,14,21,14,C,3,11/6/21 14:00
52510,28,22,21,13,B,3,11/6/21 14:00
52513,27,18,21,14,C,3,11/6/21 14:00
52519,18,11,15,12,D,3,11/6/21 14:00
52534,24,14,16,13,C,3,11/6/21 14:00
52506,23,10,15,17,C,3,11/6/21 14:00
52515,21,17,13,16,C,3,11/6/21 14:00
52529,24,18,20,18,B,3,11/6/21 14:00
52625,23,2,8,14,D,3,11/6/21 14:00
52654,22,15,15,18,C,3,11/6/21 14:00
52814,26,22,22,20,A,3,11/6/21 14:00
52822,16,14,12,14,D,3,11/6/21 14:00
52903,22,18,21,19,C,3,11/6/21 14:00
52938,17,17,12,20,D,3,11/6/21 14:00
52959,25,17,16,20,C,3,11/6/21 14:00
52965,16,4,7,10,E,3,11/6/21 14:00
52980,22,6,10,20,D,3,11/6/21 14:00
52993,23,2,7,11,D,3,11/6/21 14:00
53070,21,13,16,19,C,3,11/6/21 14:00
53111,19,22,20,20,B,3,11/6/21 14:00
53114,23,22,21,20,B,3,11/6/21 14:00
53164,23,19,16,15,C,3,11/6/21 14:00
53175,23,19,20,15,B,3,11/6/21 14:00
53236,17,16,11,19,D,3,11/6/21 14:00
53257,25,20,22,20,B,3,11/6/21 14:00
53273,21,18,16,14,C,3,11/6/21 14:00
53277,20,10,13,13,D,3,11/6/21 14:00
53290,26,20,20,18,B,3,11/6/21 14:00
53300,22,14,15,16,C,3,11/6/21 14:00
53308,20,8,17,15,D,3,11/6/21 14:00
53492,20,14,11,17,D,3,11/6/21 14:00
53499,24,13,20,18,C,3,11/6/21 14:00
53507,18,17,16,20,C,3,11/6/21 14:00
53584,20,9,11,12,D,3,11/6/21 14:00
53626,26,21,16,16,B,3,11/6/21 14:00
53655,26,27,18,19,A,3,11/6/21 14:00
53675,15,12,13,14,D,3,11/6/21 14:00
53766,25,16,19,20,C,3,11/6/21 14:00
52971,17,6,12,19,D,3,11/6/21 14:00
52482,19,6,13,15,D,3,11/6/21 14:00
52516,20,14,18,18,C,3,11/6/21 14:00
52526,23,15,17,19,C,3,11/6/21 14:00
52546,20,14,10,11,D,3,11/6/21 14:00
52578,22,18,20,18,B,3,11/6/21 14:00
52581,20,15,15,20,C,3,11/6/21 14:00
52614,20,6,12,12,D,3,11/6/21 14:00
52641,21,8,16,17,D,3,11/6/21 14:00
52650,13,5,12,13,D,3,11/6/21 14:00
52659,22,18,20,18,C,3,11/6/21 14:00
52660,26,14,16,20,C,3,11/6/21 14:00
52686,23,13,21,14,C,3,11/6/21 14:00
52687,26,16,19,14,C,3,11/6/21 14:00
52788,24,15,14,18,C,3,11/6/21 14:00
52801,22,12,17,15,C,3,11/6/21 14:00
52824,23,16,20,17,C,3,11/6/21 14:00
52892,23,18,19,19,C,3,11/6/21 14:00
53430,26,15,20,17,C,3,11/6/21 14:00
53611,22,10,18,14,C,3,11/6/21 14:00
52423,19,10,16,14,D,3,11/6/21 14:00
52435,24,15,14,20,C,3,11/6/21 14:00
52479,24,20,19,18,B,3,11/6/21 14:00
52487,11,10,9,11,D,3,11/6/21 14:00
52495,15,8,12,19,D,3,11/6/21 14:00
52503,24,11,18,17,C,3,11/6/21 14:00
52504,21,17,19,19,C,3,11/6/21 14:00
52514,29,16,20,19,B,3,11/6/21 14:00
52555,22,21,17,17,C,3,11/6/21 14:00
52613,14,11,11,15,D,3,11/6/21 14:00
52618,9,6,8,13,D,3,11/6/21 14:00
52657,28,20,19,19,B,3,11/6/21 14:00
52684,16,3,12,20,D,3,11/6/21 14:00
52700,22,18,21,20,B,3,11/6/21 14:00
53526,19,15,15,20,C,3,11/6/21 14:00
53578,28,21,17,20,B,3,11/6/21 14:00
53589,12,9,8,0,E,3,11/6/21 14:00
52445,11,7,5,14,D,1,11/20/21 14:00
52491,22,6,9,20,D,1,11/20/21 14:00
52521,24,13,7,15,D,1,11/20/21 14:00
52560,30,15,20,20,A,1,11/20/21 14:00
52562,25,13,10,14,C,1,11/20/21 14:00
52575,26,10,14,11,C,1,11/20/21 14:00
52645,22,14,8,14,C,1,11/20/21 14:00
52647,30,14,17,20,B,1,11/20/21 14:00
52666,27,14,13,15,C,1,11/20/21 14:00
52767,25,14,15,13,C,1,11/20/21 14:00
52826,17,11,8,10,E,1,11/20/21 14:00
52866,30,15,18,20,A,1,11/20/21 14:00
52881,32,16,20,20,A,1,11/20/21 14:00
52898,24,12,15,11,C,1,11/20/21 14:00
52899,25,15,16,14,C,1,11/20/21 14:00
52905,17,9,8,12,D,1,11/20/21 14:00
52917,28,16,18,12,C,1,11/20/21 14:00
52963,25,13,14,13,C,1,11/20/21 14:00
52968,30,14,17,20,B,1,11/20/21 14:00
52972,15,9,10,6,E,1,11/20/21 14:00
52986,28,14,15,20,C,1,11/20/21 14:00
53014,15,9,6,11,D,1,11/20/21 14:00
53022,25,13,11,14,C,1,11/20/21 14:00
53030,26,16,18,17,B,1,11/20/21 14:00
53040,19,11,6,7,E,1,11/20/21 14:00
53064,26,14,17,17,C,1,11/20/21 14:00
53065,29,16,17,20,A,1,11/20/21 14:00
53073,25,16,14,15,C,1,11/20/21 14:00
53084,28,14,18,15,B,1,11/20/21 14:00
53085,31,16,19,19,A,1,11/20/21 14:00
53100,23,15,16,16,C,1,11/20/21 14:00
53108,25,13,17,18,C,1,11/20/21 14:00
53137,26,12,17,11,C,1,11/20/21 14:00
53144,30,16,17,20,B,1,11/20/21 14:00
53149,24,14,11,18,C,1,11/20/21 14:00
53528,25,6,9,13,D,1,11/20/21 14:00
53531,24,9,13,16,C,1,11/20/21 14:00
53532,27,14,18,18,B,1,11/20/21 14:00
53536,26,13,8,9,D,1,11/20/21 14:00
53579,31,16,18,20,A,1,11/20/21 14:00
53596,21,14,5,13,D,1,11/20/21 14:00
53603,30,13,17,16,B,1,11/20/21 14:00
53653,25,16,16,17,C,1,11/20/21 14:00
53654,12,10,5,8,E,1,11/20/21 14:00
53665,29,13,9,13,C,1,11/20/21 14:00
52795,21,15,9,11,C,1,11/20/21 14:00
52840,25,16,9,11,C,1,11/20/21 14:00
52933,16,14,7,15,D,1,11/20/21 14:00
53037,20,14,11,14,C,1,11/20/21 14:00
53132,15,14,8,8,E,1,11/20/21 14:00
53139,25,13,11,13,C,1,11/20/21 14:00
53256,31,16,20,11,C,1,11/20/21 14:00
53258,26,14,12,15,C,1,11/20/21 14:00
53288,15,10,6,10,E,1,11/20/21 14:00
53433,21,13,7,13,D,1,11/20/21 14:00
53591,22,7,7,8,E,1,11/20/21 14:00
53636,24,10,10,6,E,1,11/20/21 14:00
53642,22,12,7,10,D,1,11/20/21 14:00
53739,23,5,11,11,D,1,11/20/21 14:00
53159,29,16,17,12,C,1,11/20/21 14:00
52509,27,15,11,16,C,1,11/20/21 14:00
52536,28,16,19,19,A,1,11/20/21 14:00
52563,25,15,15,18,C,1,11/20/21 14:00
52583,19,14,9,18,D,1,11/20/21 14:00
52587,26,14,11,16,C,1,11/20/21 14:00
52695,27,13,11,15,C,1,11/20/21 14:00
52731,23,12,13,13,C,1,11/20/21 14:00
52733,31,15,18,16,B,1,11/20/21 14:00
52777,27,14,11,13,C,1,11/20/21 14:00
52779,28,13,18,16,B,1,11/20/21 14:00
52812,24,15,15,13,C,1,11/20/21 14:00
52835,31,14,18,15,B,1,11/20/21 14:00
52861,19,11,12,14,D,1,11/20/21 14:00
52864,27,14,12,19,C,1,11/20/21 14:00
52919,29,13,11,16,C,1,11/20/21 14:00
53093,23,12,5,15,D,1,11/20/21 14:00
53123,24,14,15,14,C,1,11/20/21 14:00
53136,22,2,11,11,D,1,11/20/21 14:00
53262,27,16,18,15,B,1,11/20/21 14:00
53281,18,3,6,10,E,1,11/20/21 14:00
53316,27,15,20,19,B,1,11/20/21 14:00
53345,12,5,9,13,D,1,11/20/21 14:00
53350,25,11,17,15,C,1,11/20/21 14:00
53356,30,15,19,20,A,1,11/20/21 14:00
53357,28,14,13,19,C,1,11/20/21 14:00
53364,22,15,10,20,C,1,11/20/21 14:00
53372,25,12,14,16,C,1,11/20/21 14:00
53378,28,15,20,20,A,1,11/20/21 14:00
53389,26,15,7,18,C,1,11/20/21 14:00
53394,31,15,18,19,A,1,11/20/21 14:00
53400,28,15,19,16,B,1,11/20/21 14:00
53401,25,10,14,11,C,1,11/20/21 14:00
53404,25,13,11,17,C,1,11/20/21 14:00
53407,29,16,18,16,B,1,11/20/21 14:00
53409,26,13,11,14,C,1,11/20/21 14:00
53412,30,16,19,18,A,1,11/20/21 14:00
53413,29,14,18,18,B,1,11/20/21 14:00
53415,27,16,5,11,C,1,11/20/21 14:00
53416,32,16,20,18,A,1,11/20/21 14:00
53417,27,14,19,15,B,1,11/20/21 14:00
53422,24,14,12,17,C,1,11/20/21 14:00
53503,28,15,20,6,D,1,11/20/21 14:00
53549,24,13,10,6,D,1,11/20/21 14:00
53628,29,11,13,10,D,1,11/20/21 14:00
53638,17,10,13,10,E,1,11/20/21 14:00
53646,27,16,19,15,B,1,11/20/21 14:00
53656,29,16,20,19,A,1,11/20/21 14:00
53659,20,13,7,6,E,1,11/20/21 14:00
53667,29,16,19,16,B,1,11/20/21 14:00
53827,22,12,14,16,C,1,11/20/21 14:00
53315,24,13,16,16,C,1,11/20/21 14:00
52585,29,16,19,19,A,1,11/20/21 14:00
52592,14,9,9,14,D,1,11/20/21 14:00
52601,26,11,18,19,C,1,11/20/21 14:00
52608,30,15,15,20,B,1,11/20/21 14:00
52628,25,14,19,17,C,1,11/20/21 14:00
52669,27,9,17,14,C,1,11/20/21 14:00
52821,23,8,13,16,D,1,11/20/21 14:00
52869,24,12,16,19,C,1,11/20/21 14:00
52894,22,13,8,16,C,1,11/20/21 14:00
52954,26,15,18,19,B,1,11/20/21 14:00
53003,24,10,16,15,C,1,11/20/21 14:00
53080,22,12,12,17,C,1,11/20/21 14:00
53105,22,14,18,16,C,1,11/20/21 14:00
53173,27,7,10,18,D,1,11/20/21 14:00
53193,28,12,12,15,C,1,11/20/21 14:00
53201,26,15,16,15,C,1,11/20/21 14:00
53219,23,11,10,10,E,1,11/20/21 14:00
53227,24,15,13,16,C,1,11/20/21 14:00
53237,29,15,17,18,B,1,11/20/21 14:00
53242,27,16,17,19,B,1,11/20/21 14:00
53248,29,15,16,17,B,1,11/20/21 14:00
53285,29,14,19,19,A,1,11/20/21 14:00
53286,22,13,12,19,C,1,11/20/21 14:00
53309,26,15,15,16,C,1,11/20/21 14:00
53310,32,16,17,18,A,1,11/20/21 14:00
53311,26,12,16,18,C,1,11/20/21 14:00
53324,28,15,18,20,B,1,11/20/21 14:00
53328,27,15,19,20,B,1,11/20/21 14:00
53332,25,13,15,18,C,1,11/20/21 14:00
53333,25,11,9,16,C,1,11/20/21 14:00
53334,26,15,17,20,C,1,11/20/21 14:00
53336,26,15,14,20,C,1,11/20/21 14:00
53338,20,9,9,13,D,1,11/20/21 14:00
53340,30,16,17,20,A,1,11/20/21 14:00
53341,27,14,18,20,B,1,11/20/21 14:00
53342,27,16,19,19,A,1,11/20/21 14:00
53344,27,14,15,17,C,1,11/20/21 14:00
53351,29,16,19,19,A,1,11/20/21 14:00
53358,31,15,18,20,A,1,11/20/21 14:00
53359,23,16,8,18,C,1,11/20/21 14:00
53363,31,14,18,20,A,1,11/20/21 14:00
53367,28,16,20,20,A,1,11/20/21 14:00
53368,24,11,11,13,C,1,11/20/21 14:00
53371,14,11,5,11,D,1,11/20/21 14:00
53375,11,8,7,13,D,1,11/20/21 14:00
53379,28,15,17,19,B,1,11/20/21 14:00
53381,30,16,16,19,A,1,11/20/21 14:00
53383,31,15,19,20,A,1,11/20/21 14:00
53392,26,14,13,19,C,1,11/20/21 14:00
53395,26,14,19,19,B,1,11/20/21 14:00
53398,27,11,16,15,C,1,11/20/21 14:00
53402,25,13,16,18,C,1,11/20/21 14:00
53403,29,16,19,20,A,1,11/20/21 14:00
53405,20,15,16,12,C,1,11/20/21 14:00
53411,8,9,6,18,D,1,11/20/21 14:00
53421,24,10,11,17,C,1,11/20/21 14:00
53527,25,15,17,13,C,1,11/20/21 14:00
53540,17,9,9,11,D,1,11/20/21 14:00
53696,22,9,4,17,D,1,11/20/21 14:00
53704,27,12,13,19,C,1,11/20/21 14:00
53721,30,13,12,17,C,1,11/20/21 14:00
53723,20,13,9,17,D,1,11/20/21 14:00
53726,26,13,16,15,C,1,11/20/21 14:00
53728,28,16,16,17,B,1,11/20/21 14:00
53730,27,14,16,15,C,1,11/20/21 14:00
53731,12,9,6,10,E,1,11/20/21 14:00
53740,30,16,19,20,A,1,11/20/21 14:00
53742,29,15,16,19,B,1,11/20/21 14:00
53744,20,11,10,13,D,1,11/20/21 14:00
53745,32,14,15,16,B,1,11/20/21 14:00
53747,12,10,7,5,E,1,11/20/21 14:00
53748,29,16,20,19,A,1,11/20/21 14:00
53757,31,15,20,19,A,1,11/20/21 14:00
52580,31,14,18,18,A,1,11/20/21 14:00
52727,16,9,12,12,D,1,11/20/21 14:00
52757,27,11,10,14,C,1,11/20/21 14:00
52827,24,14,17,11,C,1,11/20/21 14:00
52854,18,11,8,17,D,1,11/20/21 14:00
52910,28,15,18,19,B,1,11/20/21 14:00
53103,27,15,17,18,C,1,11/20/21 14:00
53282,28,14,17,15,C,1,11/20/21 14:00
53283,20,13,11,12,C,1,11/20/21 14:00
53291,28,15,14,17,C,1,11/20/21 14:00
53322,30,16,14,14,C,1,11/20/21 14:00
53323,12,10,5,11,D,1,11/20/21 14:00
53370,31,16,18,16,B,1,11/20/21 14:00
53387,28,14,19,16,B,1,11/20/21 14:00
53390,24,14,15,18,C,1,11/20/21 14:00
53406,28,13,13,11,C,1,11/20/21 14:00
53419,15,7,8,11,D,1,11/20/21 14:00
53428,25,12,10,16,C,1,11/20/21 14:00
53429,26,15,19,18,B,1,11/20/21 14:00
53434,26,16,18,20,B,1,11/20/21 14:00
53439,25,12,13,16,C,1,11/20/21 14:00
53440,26,11,7,12,C,1,11/20/21 14:00
53442,25,2,10,16,D,1,11/20/21 14:00
53445,21,14,11,16,C,1,11/20/21 14:00
53450,24,5,14,17,D,1,11/20/21 14:00
53452,31,15,20,20,A,1,11/20/21 14:00
53453,23,3,13,15,D,1,11/20/21 14:00
53455,27,16,13,19,C,1,11/20/21 14:00
53456,23,12,13,18,C,1,11/20/21 14:00
53457,24,7,8,19,D,1,11/20/21 14:00
53461,29,14,16,20,B,1,11/20/21 14:00
53462,27,15,20,20,B,1,11/20/21 14:00
53504,28,14,16,20,C,1,11/20/21 14:00
53512,30,16,18,20,A,1,11/20/21 14:00
53530,21,12,10,20,D,1,11/20/21 14:00
53562,12,2,4,7,E,1,11/20/21 14:00
53660,27,14,13,17,C,1,11/20/21 14:00
53664,25,15,17,19,C,1,11/20/21 14:00
53685,30,15,20,20,A,1,11/20/21 14:00
53687,27,15,15,18,C,1,11/20/21 14:00
53749,27,14,16,20,C,1,11/20/21 14:00
53750,28,15,17,19,C,1,11/20/21 14:00
53760,19,11,10,15,D,1,11/20/21 14:00
53764,22,11,8,12,D,1,11/20/21 14:00
53770,28,14,16,18,C,1,11/20/21 14:00
53448,29,16,18,20,A,1,11/20/21 14:00
53314,29,16,19,20,A,1,11/20/21 14:00
52485,18,8,7,13,D,1,11/20/21 14:00
52512,24,10,13,18,C,1,11/20/21 14:00
52540,28,16,13,17,C,1,11/20/21 14:00
52544,27,14,17,15,C,1,11/20/21 14:00
52548,30,16,19,18,A,1,11/20/21 14:00
52550,25,12,13,11,C,1,11/20/21 14:00
52567,26,15,15,14,C,1,11/20/21 14:00
52594,26,14,13,19,C,1,11/20/21 14:00
52627,27,15,17,17,C,1,11/20/21 14:00
52675,21,12,11,16,C,1,11/20/21 14:00
52683,30,16,20,19,A,1,11/20/21 14:00
52707,29,16,20,17,B,1,11/20/21 14:00
52712,25,13,17,17,C,1,11/20/21 14:00
52732,30,16,20,18,A,1,11/20/21 14:00
52734,20,12,11,12,D,1,11/20/21 14:00
52759,21,10,12,9,E,1,11/20/21 14:00
52764,17,12,11,11,D,1,11/20/21 14:00
52782,29,15,16,20,B,1,11/20/21 14:00
52793,27,14,12,11,C,1,11/20/21 14:00
52848,27,15,13,14,C,1,11/20/21 14:00
52871,21,12,13,11,C,1,11/20/21 14:00
52880,22,12,15,14,C,1,11/20/21 14:00
52884,26,15,12,11,C,1,11/20/21 14:00
52889,25,12,14,11,C,1,11/20/21 14:00
52890,24,13,9,10,D,1,11/20/21 14:00
52901,25,12,18,20,C,1,11/20/21 14:00
52924,26,13,17,20,C,1,11/20/21 14:00
52927,22,12,8,17,D,1,11/20/21 14:00
52929,19,12,7,15,D,1,11/20/21 14:00
52946,23,11,8,18,D,1,11/20/21 14:00
52952,24,11,8,20,D,1,11/20/21 14:00
52964,28,13,17,20,C,1,11/20/21 14:00
52966,28,16,15,19,B,1,11/20/21 14:00
52998,25,16,19,19,B,1,11/20/21 14:00
53012,29,14,14,16,C,1,11/20/21 14:00
53044,23,13,13,20,C,1,11/20/21 14:00
53071,30,13,13,19,C,1,11/20/21 14:00
